category1,25.99606333,26.23336256,25.99465389,26.03683244,26.03480324,26.03952365,26.15777192,26.00303639,25.91208348,25.98892878,25.99419184,25.99281325,26.02147858,26.12360502,25.90838525,25.74546146,25.88885797,25.89134368,25.8945479,25.9332307,26.03543105,25.80866411,25.62992067,25.78816165,25.79013744,25.79442558,25.83537362,25.93761165,25.70829785,25.526055,25.68758373,25.95372611,25.95825545,25.99970494,26.10195173,25.87207414,25.68905664,25.85131317,25.85315265,25.85773539,25.89929588,26.00154461,25.77154222,25.58835324,25.75077087,25.75260489,25.75719944,25.79878451,25.90103367,25.67100365,25.48777671,25.65023001,25.65206281,25.65665998,25.69825049,25.80049974,25.57046361,25.38722826,25.54968946,25.55152199,25.55611975,25.59771145,25.96423892,25.73420143,25.55096423,25.71342717,25.71525964,25.71985753,25.7614495,25.86369878,25.63366099,25.45042338,25.61288671,25.61471917,25.61931708,25.66090911,25.76315839,25.53312054,25.34988283,25.51234625,25.51417871,25.51877662,25.56036867,25.66261795,25.43258008,25.24934235,25.41180579,25.41363825,25.41823616,25.45982821,25.56207749,25.33203962
category10,25.04935836,28.89010658,27.93557767,27.97963017,28.23580941,34.53878628,36.10789097,38.10246352,37.70254439,37.53836091,37.05989526,36.34861887,35.4293175,35.2328224,35.24554861,35.5762746,35.90671563,36.25920965,36.5765665,36.80831939,36.90530678,36.94645523,36.95412279,36.97260228,37.00876575,37.07303186,37.16751573,37.28535652,37.41003396,37.53314821,37.64813358,37.75407526,37.85139381,37.94259252,38.03128389,38.12088198,38.21298846,38.30814134,38.40585221,38.50525883,38.60530453,38.70506699,38.80399594,38.9019829,38.99918451,39.09590893,39.19247729,39.28915355,39.38609111,39.48332168,39.5807877,39.67839152,39.77603134,39.87363099,39.97114766,40.06857482,40.16593128,40.26324876,40.36055801,40.45788193,40.55523207,40.65260987,40.75000829,40.84741768,40.94482886,41.04223515,41.13963262,41.23702198,41.33440515,41.43178533,41.52916551,41.62654689,41.72393124,41.82131798,41.91870651,42.01609611,42.11348536,42.21087436,42.3082623,42.40564963,42.50303637,42.60042275,42.69780937,42.79519635,42.89258321,42.98997043,43.087358,43.18474522,43.28213268,43.37951989,43.47690723,43.57429445
category100,131.5229113,131.9823767,133.1442548,134.5787636,136.0702517,137.3953911,140.6782659,137.6695243,134.6102008,135.9922886,135.8092869,138.3473992,141.0566484,144.3659269,140.3572159,136.8489452,138.2591223,137.8697594,140.5413987,143.4272311,146.7398782,142.6035921,139.0380452,140.4518059,140.0361157,142.7247902,145.6331509,148.9462278,144.7936658,141.2208117,142.6350296,133.2237661,135.9146139,138.8258488,142.1389804,137.984342,134.4105556,135.8248318,135.4053543,138.0964794,141.0080809,144.3212196,140.1663162,136.5924109,138.0066946,137.5871624,140.2783229,143.1899712,146.5031107,142.3481736,138.7742531,140.1885377,139.7689985,142.4601635,145.3718178,148.6849575,144.530016,140.9560936,142.3703783,141.9508382,144.6420038,147.5536589,141.8745841,137.719642,134.1457194,135.5600041,135.1404639,137.8316296,140.7432848,144.0564244,139.9014823,136.3275597,137.7418444,137.3223042,140.0134698,142.925125,146.2382647,142.0833226,138.5093999,139.9236846,139.5041444,142.1953101,145.1069653,148.4201049,144.2651628,140.6912402,142.1055249,141.6859847,144.3771503,147.2888055,150.6019452,146.4470031
category101,46.38655123,45.12719432,43.00582649,42.14319559,40.14561795,41.65681217,46.74377232,47.19383954,45.14173699,42.96926157,41.6933478,40.1852221,42.0529234,46.16339755,47.50777703,45.17438401,42.98384129,41.5611903,40.22689069,42.22119959,45.98490216,47.64687318,45.21358754,43.01662875,41.54186798,40.26929806,42.30856828,45.94912419,47.72387935,45.25511951,43.05588224,41.48891607,40.2382678,42.29350483,45.89032849,47.70513592,45.22377838,43.02373196,41.52389409,40.28103071,42.34193792,45.92323125,47.75226218,45.26643089,43.06609713,41.5639255,40.32382671,42.38674754,45.96252568,47.7966077,45.30918769,43.10875188,41.60575148,40.36663446,42.43027037,46.00408994,47.83996572,45.35198152,43.15150947,41.64821475,40.40944639,42.47333623,45.97276027,47.80927306,45.32108849,43.12060358,41.61720434,40.37855979,42.44253982,46.01541686,47.85215586,45.36390014,43.16341065,41.6599743,40.42137372,42.48538577,46.0581751,47.89499444,45.40671345,43.20622234,41.7027728,40.46418784,42.52821126,46.10096944,47.93781731,45.44952735,43.24903566,41.74558144,40.50700202,42.57102949,46.1437766,47.9806346
category102,7117.162248,7104.808027,6741.95706,6489.547573,6494.442683,6531.05506,6505.490256,6623.368118,6759.711015,6960.378274,7024.411726,7061.522358,7109.61463,7086.316299,7100.20944,7123.125186,7156.557588,7115.254219,7144.575007,7140.181781,7077.564444,7083.66055,7149.737645,7261.524373,7256.961842,7273.275964,7265.545373,7200.504715,7197.094376,7243.71991,7320.57621,7484.854675,7494.229018,7476.173597,7403.849054,7398.432661,7448.410559,7533.253792,7506.572733,7511.439667,7491.315775,7416.978695,7407.996557,7452.211119,7528.963696,7496.405718,7498.579603,7475.341431,7398.250686,7387.232514,7430.255925,7506.751572,7473.236335,7473.458887,7448.665724,7370.002243,7357.180217,7398.120414,7472.262623,7436.822474,7435.66043,7409.429863,7522.686849,7508.665081,7548.592021,7621.920786,7585.587848,7583.397316,7556.223458,7475.285206,7460.341476,7499.336204,7571.71493,7534.524346,7531.582222,7503.669466,7422.028769,7406.428923,7444.819783,7516.644844,7478.903965,7475.406423,7446.969403,7364.824334,7348.73752,7386.65137,7458.010979,7419.832305,7415.926364,7387.097584,7304.576236,7288.131572
category103,598.2300527,599.0890564,599.9480601,600.8070638,601.6660675,602.5250712,603.3840748,604.2430785,605.1020822,605.9610859,606.8200896,607.6790933,608.538097,609.3971007,610.2561044,611.115108,611.9741117,612.8331154,613.6921191,614.5511228,615.4101265,616.2691302,617.1281339,617.9871375,618.8461412,619.7051449,620.5641486,621.4231523,622.282156,623.1411597,624.0001634,624.8591671,625.7181707,626.5771744,627.4361781,628.2951818,629.1541855,630.0131892,630.8721929,631.7311966,632.5902002,633.4492039,634.3082076,635.1672113,636.026215,636.8852187,637.7442224,638.6032261,639.4622298,640.3212334,641.1802371,642.0392408,642.8982445,643.7572482,644.6162519,645.4752556,646.3342593,647.193263,648.0522666,648.9112703,649.770274,650.6292777,651.4882814,652.3472851,653.2062888,654.0652925,654.9242961,655.7832998,656.6423035,657.5013072,658.3603109,659.2193146,660.0783183,660.937322,661.7963257,662.6553293,663.514333,664.3733367,665.2323404,666.0913441,666.9503478,667.8093515,668.6683552,669.5273588,670.3863625,671.2453662,672.1043699,672.9633736,673.8223773,674.681381,675.5403847,676.3993884
category104,2447.508181,2520.01636,2511.519753,2507.743081,2531.472789,2573.179142,2485.345874,2558.797069,2589.288242,2544.011036,2525.166178,2548.26877,2586.335327,2490.909115,2560.616234,2589.675224,2543.188209,2523.933333,2547.157653,2585.228035,2489.650514,2559.317805,2588.317737,2541.779385,2522.502568,2545.725213,2583.791348,2488.205706,2557.870614,2586.86881,2540.328969,2695.107693,2718.330482,2756.396544,2660.810672,2730.475482,2759.473609,2712.9337,2693.656308,2716.879083,2754.945157,2659.359261,2729.024068,2758.022192,2711.48228,2692.204888,2715.427663,2753.493737,2657.90784,2727.572648,2756.570771,2710.03086,2690.753467,2713.976243,2752.042317,2656.45642,2726.121227,2755.11935,2708.579439,2689.302047,2712.524822,2750.590896,2829.061091,2898.725899,2927.724022,2881.184111,2861.906718,2885.129494,2923.195568,2827.609671,2897.274478,2926.272601,2879.73269,2860.455298,2883.678073,2921.744147,2826.15825,2895.823057,2924.821181,2878.281269,2859.003877,2882.226652,2920.292726,2824.706829,2894.371636,2923.36976,2876.829849,2857.552456,2880.775232,2918.841306,2823.255408,2892.920216
category105,20.39421164,19.82621798,21.88385885,20.09252706,27.61686171,28.87032365,19.47840755,18.56267422,17.93773806,19.48609349,18.40155407,27.1264336,27.70205157,17.75640045,17.29195908,16.65587849,18.11711532,17.14893458,26.06863642,26.52672814,16.48639959,16.09174039,15.45387684,16.90072021,15.95195151,24.90410266,25.3427368,15.28672087,14.90368013,14.26551873,15.70996989,16.30743931,25.26498019,25.70038125,15.64175904,15.2606488,14.62243744,16.06649065,15.1214808,24.07991704,24.51478149,14.45572583,14.07493574,13.43671664,14.88070381,13.93578339,22.8943679,23.32914264,13.27001554,12.88927871,12.25105872,13.69503445,12.75012833,21.70873802,22.14349795,12.08435937,11.70363091,11.06541022,12.5093846,11.56448094,20.52309521,20.9578522,12.44172639,12.06099988,11.42277914,12.8667537,11.92184997,20.88046445,21.3152215,11.25608013,10.87535434,10.23713313,11.68110716,10.73620397,19.69481856,20.12957603,10.07043413,9.689707898,9.051487159,10.49546118,9.550558484,18.50917262,18.94392959,8.884788159,8.504061937,7.865841675,9.309815221,8.364912046,17.32352666,17.75828363,7.699142675,7.318415978
category106,3.629359236,3.608697135,3.588035035,3.567372934,3.546710833,3.526048733,3.505386632,3.484724531,3.464062431,3.44340033,3.422738229,3.402076129,3.381414028,3.360751927,3.340089827,3.319427726,3.298765625,3.278103525,3.257441424,3.236779323,3.216117223,3.195455122,3.174793021,3.154130921,3.13346882,3.112806719,3.092144619,3.071482518,3.050820417,3.030158317,3.009496216,2.988834115,2.968172015,2.947509914,2.926847814,2.906185713,2.885523612,2.864861512,2.844199411,2.82353731,2.80287521,2.782213109,2.761551008,2.740888908,2.720226807,2.699564706,2.678902606,2.658240505,2.637578404,2.616916304,2.596254203,2.575592102,2.554930002,2.534267901,2.5136058,2.4929437,2.472281599,2.451619498,2.430957398,2.410295297,2.389633196,2.368971096,2.348308995,2.327646894,2.306984794,2.286322693,2.265660592,2.244998492,2.224336391,2.20367429,2.18301219,2.162350089,2.141687988,2.121025888,2.100363787,2.079701686,2.059039586,2.038377485,2.017715384,1.997053284,1.976391183,1.955729082,1.935066982,1.914404881,1.89374278,1.87308068,1.852418579,1.831756478,1.811094378,1.790432277,1.769770177,1.749108076
category107,392.2082214,401.6108704,414.7618408,423.7702332,425.7522583,422.2170715,415.3999329,408.5250549,404.3626709,400.6732483,398.5699463,398.0690308,398.6717224,399.8226929,401.0526428,402.1065674,402.9427185,403.4290161,403.5952454,403.5325623,403.3389282,403.0977173,402.8675842,402.6849976,402.5704041,402.5202637,402.52005,402.5518799,402.5985107,402.6461792,402.6856384,402.7123108,402.7259521,402.7287598,402.723999,402.715271,402.705658,402.6972351,402.6911316,402.6876831,402.686554,402.6871033,402.6886597,402.6905518,402.6923218,402.6936646,402.6945496,402.6948853,402.6948547,402.6945801,402.6942444,402.6938782,402.693573,402.6933594,402.6932983,402.6932373,402.6932983,402.6933594,402.6934204,402.693512,402.6935425,402.693573,402.693573,402.693573,402.693573,402.693573,402.6935425,402.6935425,402.6935425,402.6935425,402.693512,402.693512,402.6935425,402.6935425,402.6935425,402.6935425,402.6935425,402.6935425,402.6935425,402.6935425,402.6935425,402.6935425,402.6935425,402.6935425,402.6935425,402.6935425,402.6935425,402.6935425,402.6935425,402.6935425,402.6935425,402.6935425
